product_id,timestamp,demand_score
P0002,2025-05-20 15:00:07.055973,0.89
P0002,2025-05-29 15:00:07.055993,0.36
P0002,2025-05-26 15:00:07.056013,0.42
P0002,2025-06-11 15:00:07.056032,0.91
P0002,2025-07-06 15:00:07.056052,0.56
P0002,2025-06-08 15:00:07.056071,0.44
P0002,2025-05-20 15:00:07.056089,0.36
P0002,2025-06-22 15:00:07.056107,0.55
P0002,2025-06-11 15:00:07.056126,0.84
P0002,2025-06-10 15:00:07.056145,0.65
P0002,2025-05-20 15:00:07.056163,0.64
P0002,2025-06-23 15:00:07.056181,0.37
P0002,2025-06-14 15:00:07.056199,0.63
P0002,2025-05-29 15:00:07.056217,0.77
P0002,2025-06-14 15:00:07.056235,0.98
P0003,2025-06-15 15:00:07.056254,0.16
P0003,2025-05-24 15:00:07.056272,0.3
P0003,2025-05-29 15:00:07.056289,0.84
P0003,2025-05-28 15:00:07.056308,0.39
P0003,2025-05-12 15:00:07.056326,0.22
P0003,2025-07-02 15:00:07.056345,0.31
P0003,2025-07-01 15:00:07.056363,0.42
P0003,2025-05-24 15:00:07.056381,0.33
P0003,2025-06-05 15:00:07.056399,0.8
P0003,2025-06-06 15:00:07.056421,0.35
P0003,2025-06-06 15:00:07.056441,0.56
P0003,2025-06-25 15:00:07.056461,0.45
P0003,2025-06-11 15:00:07.056480,0.3
P0003,2025-05-18 15:00:07.056498,0.27
P0003,2025-06-14 15:00:07.056517,0.89
P0003,2025-06-01 15:00:07.056535,0.62
P0003,2025-06-07 15:00:07.056555,0.98
P0003,2025-07-01 15:00:07.056574,0.88
P0003,2025-06-16 15:00:07.056593,0.49
P0003,2025-06-09 15:00:07.056611,0.33
P0003,2025-07-05 15:00:07.056628,0.24
P0003,2025-05-17 15:00:07.056646,0.47
P0003,2025-06-30 15:00:07.056667,0.42
P0003,2025-05-17 15:00:07.056686,0.69
P0003,2025-06-30 15:00:07.056704,0.8
P0003,2025-06-24 15:00:07.056722,0.2
P0003,2025-05-23 15:00:07.056743,0.18
P0003,2025-07-03 15:00:07.056762,0.94
P0003,2025-06-10 15:00:07.056781,0.7
P0003,2025-07-07 15:00:07.056799,0.86
P0004,2025-06-25 15:00:07.056818,0.38
P0004,2025-05-27 15:00:07.056838,0.48
P0004,2025-06-10 15:00:07.056858,0.17
P0004,2025-06-29 15:00:07.056880,0.88
P0004,2025-06-16 15:00:07.056901,0.85
P0004,2025-07-08 15:00:07.056919,0.42
P0004,2025-05-28 15:00:07.056937,0.32
P0004,2025-06-22 15:00:07.056954,0.9
P0004,2025-07-08 15:00:07.056971,0.52
P0004,2025-07-03 15:00:07.056988,0.89
P0004,2025-06-04 15:00:07.057006,0.98
P0004,2025-05-30 15:00:07.057024,0.43
P0004,2025-05-29 15:00:07.057042,0.86
P0004,2025-05-14 15:00:07.057060,0.71
P0004,2025-06-02 15:00:07.057077,0.6
P0004,2025-06-03 15:00:07.057095,0.38
P0004,2025-06-01 15:00:07.057112,0.29
P0004,2025-05-19 15:00:07.057129,0.53
P0004,2025-05-20 15:00:07.057147,0.52
P0004,2025-06-28 15:00:07.057166,0.27
P0004,2025-05-26 15:00:07.057185,0.69
P0004,2025-05-22 15:00:07.057203,0.64
P0004,2025-06-09 15:00:07.057221,0.51
P0004,2025-07-03 15:00:07.057240,0.54
P0004,2025-06-21 15:00:07.057261,0.93
P0004,2025-05-26 15:00:07.057281,0.56
P0004,2025-07-10 15:00:07.057302,0.47
P0004,2025-06-21 15:00:07.057320,0.8
P0004,2025-06-13 15:00:07.057338,0.99
P0004,2025-06-02 15:00:07.057356,0.88
P0005,2025-07-04 15:00:07.057377,0.51
P0005,2025-07-01 15:00:07.057395,0.56
P0005,2025-06-28 15:00:07.057413,0.32
P0005,2025-05-29 15:00:07.057432,0.14
P0005,2025-06-29 15:00:07.057450,0.34
P0005,2025-06-07 15:00:07.057469,0.88
P0005,2025-06-05 15:00:07.057489,0.75
P0005,2025-06-20 15:00:07.057508,0.93
P0005,2025-05-16 15:00:07.057528,0.54
P0005,2025-06-23 15:00:07.057550,0.63
P0005,2025-06-05 15:00:07.057570,0.38
P0005,2025-05-13 15:00:07.057596,0.99
P0005,2025-05-29 15:00:07.057615,0.71
P0005,2025-06-10 15:00:07.057633,0.22
P0005,2025-06-08 15:00:07.057652,0.12
P0005,2025-07-06 15:00:07.057670,0.58
P0005,2025-06-04 15:00:07.057688,0.16
P0005,2025-07-08 15:00:07.057707,0.43
P0005,2025-06-07 15:00:07.057727,0.61
P0005,2025-06-22 15:00:07.057746,0.59
P0005,2025-06-16 15:00:07.057765,0.65
P0005,2025-07-10 15:00:07.057784,0.96
P0005,2025-05-14 15:00:07.057804,0.52
P0005,2025-07-04 15:00:07.057823,0.94
P0005,2025-07-10 15:00:07.057842,0.87
P0005,2025-06-17 15:00:07.057860,0.23
P0005,2025-06-09 15:00:07.057881,0.29
P0005,2025-06-10 15:00:07.057900,0.21
P0005,2025-06-06 15:00:07.057920,0.57
P0005,2025-07-08 15:00:07.057940,0.21
P0006,2025-05-21 15:00:07.057960,0.58
P0006,2025-06-10 15:00:07.057979,0.34
P0006,2025-07-04 15:00:07.057998,0.59
P0006,2025-07-01 15:00:07.058018,0.9
P0006,2025-06-20 15:00:07.058037,0.2
P0006,2025-06-25 15:00:07.058056,0.75
P0006,2025-06-17 15:00:07.058076,0.95
P0006,2025-07-11 15:00:07.058097,0.27
P0006,2025-05-25 15:00:07.058118,0.47
P0006,2025-06-23 15:00:07.058141,0.15
P0006,2025-06-26 15:00:07.058163,0.96
P0006,2025-06-17 15:00:07.058185,0.48
P0006,2025-06-06 15:00:07.058206,0.57
P0006,2025-05-29 15:00:07.058228,0.86
P0006,2025-06-11 15:00:07.058250,0.21
P0006,2025-07-04 15:00:07.058271,0.22
P0006,2025-06-22 15:00:07.058293,0.13
P0006,2025-06-09 15:00:07.058315,0.82
P0006,2025-06-27 15:00:07.058336,0.47
P0006,2025-06-14 15:00:07.058357,0.54
P0006,2025-06-04 15:00:07.058379,0.9
P0006,2025-06-15 15:00:07.058401,0.61
P0006,2025-06-08 15:00:07.058422,0.3
P0006,2025-07-07 15:00:07.058444,0.51
P0006,2025-06-13 15:00:07.058465,0.36
P0006,2025-07-09 15:00:07.058488,0.31
P0006,2025-06-18 15:00:07.058509,0.46
P0006,2025-06-23 15:00:07.058530,0.3
P0006,2025-06-29 15:00:07.058553,0.23
P0006,2025-07-11 15:00:07.058576,0.42
P0007,2025-05-17 15:00:07.058598,0.37
P0007,2025-06-19 15:00:07.058619,0.39
P0007,2025-05-31 15:00:07.058641,0.89
P0007,2025-07-01 15:00:07.058662,0.12
P0007,2025-06-09 15:00:07.058684,0.74
P0007,2025-06-20 15:00:07.058709,0.51
P0007,2025-05-12 15:00:07.058731,0.74
P0007,2025-06-25 15:00:07.058752,0.28
P0007,2025-07-09 15:00:07.058774,0.33
P0007,2025-05-29 15:00:07.058795,0.85
P0007,2025-06-10 15:00:07.058817,0.32
P0007,2025-05-20 15:00:07.058838,0.59
P0007,2025-06-21 15:00:07.058860,0.65
P0007,2025-06-04 15:00:07.058881,0.37
P0007,2025-07-05 15:00:07.058903,0.39
P0007,2025-07-04 15:00:07.058926,0.9
P0007,2025-06-03 15:00:07.058947,0.76
P0007,2025-07-06 15:00:07.058968,0.36
P0007,2025-05-27 15:00:07.058990,0.85
P0007,2025-06-20 15:00:07.059011,0.96
P0007,2025-05-21 15:00:07.059032,0.54
P0007,2025-06-22 15:00:07.059056,1.0
P0007,2025-06-16 15:00:07.059077,0.11
P0007,2025-06-14 15:00:07.059099,0.65
P0007,2025-06-06 15:00:07.059121,0.72
P0007,2025-07-05 15:00:07.059142,0.77
P0007,2025-07-10 15:00:07.059164,0.92
P0007,2025-06-09 15:00:07.059185,0.11
P0007,2025-05-20 15:00:07.059206,0.62
P0007,2025-06-21 15:00:07.059229,1.0
P0008,2025-06-11 15:00:07.059268,0.94
P0008,2025-06-28 15:00:07.059291,0.94
P0008,2025-06-25 15:00:07.059313,0.54
P0008,2025-06-27 15:00:07.059335,0.52
P0008,2025-06-17 15:00:07.059370,0.18
P0008,2025-06-04 15:00:07.059393,0.87
P0008,2025-05-30 15:00:07.059415,0.14
P0008,2025-06-11 15:00:07.059436,0.2
P0008,2025-06-02 15:00:07.059458,0.24
P0008,2025-05-28 15:00:07.059479,0.82
P0008,2025-06-18 15:00:07.059501,0.6
P0008,2025-06-01 15:00:07.059522,0.15
P0008,2025-06-11 15:00:07.059543,0.44
P0008,2025-07-08 15:00:07.059565,0.81
P0008,2025-06-28 15:00:07.059586,0.79
P0008,2025-05-27 15:00:07.059609,0.15
P0008,2025-06-15 15:00:07.059631,0.64
P0008,2025-07-11 15:00:07.059652,0.17
P0008,2025-05-23 15:00:07.059673,0.27
P0008,2025-06-16 15:00:07.059696,0.76
P0008,2025-06-10 15:00:07.059718,0.72
P0008,2025-06-25 15:00:07.059740,0.47
P0008,2025-06-10 15:00:07.059761,0.89
P0008,2025-05-19 15:00:07.059785,0.39
P0008,2025-06-26 15:00:07.059808,0.59
P0008,2025-05-29 15:00:07.059829,0.64
P0008,2025-05-17 15:00:07.059850,0.11
P0008,2025-05-26 15:00:07.060271,0.69
P0008,2025-05-17 15:00:07.060303,0.19
P0008,2025-06-30 15:00:07.060317,0.89
P0009,2025-06-17 15:00:07.060331,0.73
P0009,2025-05-23 15:00:07.060344,0.75
P0009,2025-06-22 15:00:07.060360,0.99
P0009,2025-06-26 15:00:07.060383,0.44
P0009,2025-06-25 15:00:07.060395,0.89
P0009,2025-07-11 15:00:07.060406,0.78
P0009,2025-06-03 15:00:07.060419,0.74
P0009,2025-05-29 15:00:07.060430,0.88
P0009,2025-07-10 15:00:07.060447,0.76
P0009,2025-06-10 15:00:07.060466,0.2
P0009,2025-06-01 15:00:07.060480,0.39
P0009,2025-05-28 15:00:07.060492,0.82
P0009,2025-06-19 15:00:07.060503,0.12
P0009,2025-07-07 15:00:07.060515,0.8
P0009,2025-06-19 15:00:07.060528,0.25
P0009,2025-06-03 15:00:07.060541,0.44
P0009,2025-07-11 15:00:07.060553,0.96
P0009,2025-07-01 15:00:07.060565,0.41
P0009,2025-05-20 15:00:07.060590,0.71
P0009,2025-05-25 15:00:07.060613,0.37
P0009,2025-06-30 15:00:07.060629,0.71
P0009,2025-06-13 15:00:07.060640,0.56
P0009,2025-05-18 15:00:07.060652,0.97
P0009,2025-07-01 15:00:07.060663,0.71
P0009,2025-05-28 15:00:07.060679,0.71
P0009,2025-06-08 15:00:07.060698,0.13
P0009,2025-05-25 15:00:07.060717,0.83
P0009,2025-05-31 15:00:07.060737,0.3
P0009,2025-05-25 15:00:07.060751,0.16
P0009,2025-05-26 15:00:07.060764,0.69
P0010,2025-06-05 15:00:07.060776,0.69
P0010,2025-05-31 15:00:07.060788,0.3
P0010,2025-06-30 15:00:07.060801,0.54
P0010,2025-06-03 15:00:07.060812,0.28
P0010,2025-05-28 15:00:07.060827,0.45
P0010,2025-07-10 15:00:07.060840,0.77
P0010,2025-06-04 15:00:07.060852,0.53
P0010,2025-06-17 15:00:07.060876,0.44
P0010,2025-06-23 15:00:07.060897,0.36
P0010,2025-07-09 15:00:07.060918,0.51
P0010,2025-05-19 15:00:07.060931,0.3
P0010,2025-06-08 15:00:07.060943,0.25
P0010,2025-06-01 15:00:07.060955,0.27
P0010,2025-06-29 15:00:07.060966,0.19
P0010,2025-05-18 15:00:07.060979,0.52
P0010,2025-05-17 15:00:07.060991,0.25
P0010,2025-06-05 15:00:07.061002,0.81
P0010,2025-05-27 15:00:07.061014,0.91
P0010,2025-05-25 15:00:07.061027,0.13
P0010,2025-06-01 15:00:07.061038,0.64
P0010,2025-07-11 15:00:07.061050,0.28
P0010,2025-06-12 15:00:07.061061,0.67
P0010,2025-06-17 15:00:07.061073,0.81
P0010,2025-05-23 15:00:07.061098,0.92
P0010,2025-05-19 15:00:07.061111,0.64
P0010,2025-06-27 15:00:07.061125,0.37
P0010,2025-06-08 15:00:07.061145,0.28
P0010,2025-06-14 15:00:07.061162,0.36
P0010,2025-07-07 15:00:07.061181,0.9
P0010,2025-05-31 15:00:07.061201,0.84
P0011,2025-07-11 15:00:07.061221,0.49
P0011,2025-07-02 15:00:07.061238,0.22
P0011,2025-05-23 15:00:07.061257,0.85
P0011,2025-07-03 15:00:07.061278,0.43
P0011,2025-05-18 15:00:07.061298,0.67
P0011,2025-06-04 15:00:07.061317,0.12
P0011,2025-05-14 15:00:07.061593,0.85
P0011,2025-07-04 15:00:07.061615,0.41
P0011,2025-07-01 15:00:07.061628,0.87
P0011,2025-05-18 15:00:07.061644,0.56
P0011,2025-06-03 15:00:07.061656,0.35
P0011,2025-06-09 15:00:07.061676,0.67
P0011,2025-05-28 15:00:07.061697,0.55
P0011,2025-06-23 15:00:07.061712,0.92
P0011,2025-05-27 15:00:07.061724,0.5
P0011,2025-07-06 15:00:07.061736,0.73
P0011,2025-06-19 15:00:07.061747,0.83
P0011,2025-06-17 15:00:07.061764,0.94
P0011,2025-06-07 15:00:07.061785,0.37
P0011,2025-07-11 15:00:07.061801,0.38
P0011,2025-07-09 15:00:07.061813,0.22
P0011,2025-07-01 15:00:07.061825,0.99
P0011,2025-06-25 15:00:07.061837,0.91
P0011,2025-06-21 15:00:07.061849,0.36
P0011,2025-05-23 15:00:07.061861,0.83
P0011,2025-07-09 15:00:07.061873,0.42
P0011,2025-07-02 15:00:07.061885,0.79
P0011,2025-06-05 15:00:07.061898,0.87
P0011,2025-05-13 15:00:07.061909,0.93
P0011,2025-06-29 15:00:07.061921,0.64
P0012,2025-06-23 15:00:07.061935,0.2
P0012,2025-06-12 15:00:07.061947,0.17
P0012,2025-06-14 15:00:07.061959,0.64
P0012,2025-06-25 15:00:07.061980,0.96
P0012,2025-07-07 15:00:07.062002,0.1
P0012,2025-05-20 15:00:07.062015,0.62
P0012,2025-05-28 15:00:07.062027,0.97
P0012,2025-07-07 15:00:07.062039,0.54
P0012,2025-07-07 15:00:07.062055,0.25
P0012,2025-06-28 15:00:07.062067,0.93
P0012,2025-06-20 15:00:07.062079,0.54
P0012,2025-07-10 15:00:07.062092,0.71
P0012,2025-06-19 15:00:07.062104,0.1
P0012,2025-05-24 15:00:07.062116,0.46
P0012,2025-07-09 15:00:07.062128,0.26
P0012,2025-05-15 15:00:07.062140,1.0
P0012,2025-05-21 15:00:07.062152,0.66
P0012,2025-06-08 15:00:07.062164,0.14
P0012,2025-07-11 15:00:07.062176,0.7
P0012,2025-05-13 15:00:07.062188,0.5
P0012,2025-06-04 15:00:07.062202,0.69
P0012,2025-05-30 15:00:07.062222,0.64
P0012,2025-06-13 15:00:07.062239,0.96
P0012,2025-07-01 15:00:07.062259,0.43
P0012,2025-05-19 15:00:07.062279,1.0
P0012,2025-07-07 15:00:07.062298,0.43
P0012,2025-06-10 15:00:07.062318,0.26
P0012,2025-06-16 15:00:07.062331,0.77
P0012,2025-05-27 15:00:07.062343,0.48
P0012,2025-05-14 15:00:07.062355,0.75
P0013,2025-05-28 15:00:07.062372,0.14
P0013,2025-06-03 15:00:07.062392,0.83
P0013,2025-06-25 15:00:07.062412,0.14
P0013,2025-06-07 15:00:07.062432,0.97
P0013,2025-07-06 15:00:07.062445,0.91
P0013,2025-07-09 15:00:07.062457,0.31
P0013,2025-05-15 15:00:07.062469,0.31
P0013,2025-05-12 15:00:07.062481,0.9
P0013,2025-07-04 15:00:07.062492,0.83
P0013,2025-05-14 15:00:07.062504,0.21
P0013,2025-05-25 15:00:07.062517,0.17
P0013,2025-07-06 15:00:07.062529,0.53
P0013,2025-06-19 15:00:07.062541,0.9
P0013,2025-06-05 15:00:07.062553,0.18
P0013,2025-06-01 15:00:07.062565,0.33
P0013,2025-06-08 15:00:07.062577,0.23
P0013,2025-06-06 15:00:07.062589,0.24
P0013,2025-05-15 15:00:07.062606,0.42
P0013,2025-06-22 15:00:07.062626,0.12
P0013,2025-05-24 15:00:07.062639,0.12
P0013,2025-07-03 15:00:07.062651,0.95
P0013,2025-05-31 15:00:07.062663,0.82
P0013,2025-06-25 15:00:07.062675,0.36
P0013,2025-05-18 15:00:07.062687,0.76
P0013,2025-06-27 15:00:07.062699,0.64
P0013,2025-07-08 15:00:07.062711,0.42
P0013,2025-05-18 15:00:07.062725,0.43
P0013,2025-05-17 15:00:07.062738,0.53
P0013,2025-06-26 15:00:07.062754,0.63
P0013,2025-06-27 15:00:07.062774,0.9
P0014,2025-06-13 15:00:07.062791,0.89
P0014,2025-05-27 15:00:07.062804,0.81
P0014,2025-07-10 15:00:07.062815,0.64
P0014,2025-07-08 15:00:07.062827,0.94
P0014,2025-05-22 15:00:07.062843,0.57
P0014,2025-06-03 15:00:07.062864,0.36
P0014,2025-05-25 15:00:07.062880,0.49
P0014,2025-07-04 15:00:07.062892,0.2
P0014,2025-06-27 15:00:07.062904,0.62
P0014,2025-05-28 15:00:07.062915,0.18
P0014,2025-07-01 15:00:07.062927,0.53
P0014,2025-06-03 15:00:07.062941,0.18
P0014,2025-06-23 15:00:07.062953,0.61
P0014,2025-06-26 15:00:07.062964,0.91
P0014,2025-06-27 15:00:07.062976,0.27
P0014,2025-06-08 15:00:07.062988,0.11
P0014,2025-06-12 15:00:07.062999,0.99
P0014,2025-05-16 15:00:07.063011,0.45
P0014,2025-05-26 15:00:07.063024,0.21
P0014,2025-06-05 15:00:07.063043,0.95
P0014,2025-06-09 15:00:07.063063,0.52
P0014,2025-06-17 15:00:07.063079,0.93
P0014,2025-07-08 15:00:07.063091,0.41
P0014,2025-06-22 15:00:07.063103,0.9
P0014,2025-06-12 15:00:07.063114,0.95
P0014,2025-07-10 15:00:07.063126,0.59
P0014,2025-06-24 15:00:07.063138,0.55
P0014,2025-07-03 15:00:07.063149,0.28
P0014,2025-06-23 15:00:07.063163,0.47
P0014,2025-07-04 15:00:07.063175,0.73
P0015,2025-07-01 15:00:07.063187,0.48
P0015,2025-06-08 15:00:07.063199,0.58
P0015,2025-07-07 15:00:07.063211,0.75
P0015,2025-05-14 15:00:07.063223,0.85
P0015,2025-07-08 15:00:07.063235,1.0
P0015,2025-05-30 15:00:07.063246,0.57
P0015,2025-07-04 15:00:07.063258,0.6
P0015,2025-06-25 15:00:07.063270,0.36
P0015,2025-06-20 15:00:07.063301,0.15
P0015,2025-07-03 15:00:07.063320,0.35
P0015,2025-05-17 15:00:07.063335,0.19
P0015,2025-05-29 15:00:07.063471,0.3
P0015,2025-06-16 15:00:07.063506,0.89
P0015,2025-06-19 15:00:07.063525,0.81
P0015,2025-06-20 15:00:07.063543,0.42
P0015,2025-06-10 15:00:07.063560,0.73
P0015,2025-07-06 15:00:07.063579,0.42
P0015,2025-05-15 15:00:07.063598,0.22
P0015,2025-05-25 15:00:07.063618,0.35
P0015,2025-06-07 15:00:07.063630,0.36
P0015,2025-05-13 15:00:07.063645,0.48
P0015,2025-06-22 15:00:07.063666,0.74
P0015,2025-06-05 15:00:07.063686,0.77
P0015,2025-06-06 15:00:07.063705,0.75
P0015,2025-06-14 15:00:07.063722,0.91
P0015,2025-06-24 15:00:07.063735,0.32
P0015,2025-06-08 15:00:07.063746,0.84
P0015,2025-06-16 15:00:07.063759,0.72
P0015,2025-05-14 15:00:07.063770,0.34
P0015,2025-06-27 15:00:07.063782,0.12
P0016,2025-06-20 15:00:07.063797,0.46
P0016,2025-05-23 15:00:07.063809,0.66
P0016,2025-06-17 15:00:07.063821,0.65
P0016,2025-05-31 15:00:07.063835,0.8
P0016,2025-06-08 15:00:07.063855,0.38
P0016,2025-06-07 15:00:07.063867,0.55
P0016,2025-06-01 15:00:07.063879,0.98
P0016,2025-06-03 15:00:07.063924,0.15
P0016,2025-06-01 15:00:07.063944,0.77
P0016,2025-06-15 15:00:07.063956,0.39
P0016,2025-07-10 15:00:07.063968,0.92
P0016,2025-06-23 15:00:07.063980,0.64
P0016,2025-05-12 15:00:07.063992,0.49
P0016,2025-05-25 15:00:07.064003,0.24
P0016,2025-06-07 15:00:07.064015,0.27
P0016,2025-06-02 15:00:07.064027,0.44
P0016,2025-07-08 15:00:07.064051,0.89
P0016,2025-05-29 15:00:07.064064,0.87
P0016,2025-06-08 15:00:07.064075,0.37
P0016,2025-07-09 15:00:07.064087,0.12
P0016,2025-07-01 15:00:07.064099,0.71
P0016,2025-06-17 15:00:07.064112,0.91
P0016,2025-05-12 15:00:07.064131,0.23
P0016,2025-05-13 15:00:07.064151,0.28
P0016,2025-06-05 15:00:07.064169,0.35
P0016,2025-06-22 15:00:07.064181,0.59
P0016,2025-06-28 15:00:07.064193,0.83
P0016,2025-06-01 15:00:07.064211,0.45
P0016,2025-06-12 15:00:07.064228,0.79
P0016,2025-06-17 15:00:07.064240,0.6
P0017,2025-07-06 15:00:07.064254,0.59
P0017,2025-05-28 15:00:07.064267,0.11
P0017,2025-06-14 15:00:07.064297,0.73
P0017,2025-05-22 15:00:07.064311,0.31
P0017,2025-06-28 15:00:07.064324,0.92
P0017,2025-07-05 15:00:07.064340,0.94
P0017,2025-06-18 15:00:07.064354,0.75
P0017,2025-06-14 15:00:07.064373,0.3
P0017,2025-05-14 15:00:07.064394,0.87
P0017,2025-06-10 15:00:07.064407,0.75
P0017,2025-06-28 15:00:07.064427,0.18
P0017,2025-06-29 15:00:07.064441,0.58
P0017,2025-06-04 15:00:07.064453,0.34
P0017,2025-06-12 15:00:07.064464,0.23
P0017,2025-06-08 15:00:07.064476,0.73
P0017,2025-05-20 15:00:07.064487,0.99
P0017,2025-05-18 15:00:07.064499,0.32
P0017,2025-07-04 15:00:07.064511,0.31
P0017,2025-05-30 15:00:07.064523,0.66
P0017,2025-06-29 15:00:07.064534,0.64
P0017,2025-06-06 15:00:07.064548,0.18
P0017,2025-06-15 15:00:07.064564,0.64
P0017,2025-06-04 15:00:07.064583,0.36
P0017,2025-05-15 15:00:07.064604,0.98
P0017,2025-05-26 15:00:07.064623,0.98
P0017,2025-05-28 15:00:07.064635,0.86
P0017,2025-06-02 15:00:07.064647,0.85
P0017,2025-06-23 15:00:07.064663,0.31
P0017,2025-07-02 15:00:07.064683,0.16
P0017,2025-07-01 15:00:07.064703,0.85
P0018,2025-06-03 15:00:07.064721,0.95
P0018,2025-06-29 15:00:07.064741,0.43
P0018,2025-06-07 15:00:07.064759,0.64
P0018,2025-05-25 15:00:07.064771,0.54
P0018,2025-07-10 15:00:07.064784,0.88
P0018,2025-06-05 15:00:07.064797,0.16
P0018,2025-05-13 15:00:07.064809,0.28
P0018,2025-06-01 15:00:07.064821,0.88
P0018,2025-05-21 15:00:07.064832,0.33
P0018,2025-06-05 15:00:07.064845,0.15
P0018,2025-05-31 15:00:07.064857,0.55
P0018,2025-06-05 15:00:07.064869,0.42
P0018,2025-05-25 15:00:07.064881,0.33
P0018,2025-06-30 15:00:07.064893,0.82
P0018,2025-06-13 15:00:07.064906,0.82
P0018,2025-06-09 15:00:07.064923,0.46
P0018,2025-06-07 15:00:07.064940,0.89
P0018,2025-07-10 15:00:07.064953,0.6
P0018,2025-05-12 15:00:07.064965,0.32
P0018,2025-05-12 15:00:07.064981,0.34
P0018,2025-07-08 15:00:07.065010,0.32
P0018,2025-06-21 15:00:07.065024,0.95
P0018,2025-06-07 15:00:07.065043,0.11
P0018,2025-07-09 15:00:07.065064,0.83
P0018,2025-06-16 15:00:07.065079,0.42
P0018,2025-06-01 15:00:07.065092,0.53
P0018,2025-05-23 15:00:07.065114,0.75
P0018,2025-06-17 15:00:07.065127,0.26
P0018,2025-06-04 15:00:07.065141,0.29
P0018,2025-05-30 15:00:07.065153,0.2
P0019,2025-06-16 15:00:07.065166,0.28
P0019,2025-06-21 15:00:07.065178,0.49
P0019,2025-06-01 15:00:07.065190,1.0
P0019,2025-06-30 15:00:07.065641,0.91
P0019,2025-06-01 15:00:07.065721,0.32
P0019,2025-06-10 15:00:07.065760,0.3
P0019,2025-07-11 15:00:07.065787,0.58
P0019,2025-06-07 15:00:07.065806,0.73
P0019,2025-07-08 15:00:07.065837,0.15
P0019,2025-06-05 15:00:07.065858,0.46
P0019,2025-05-24 15:00:07.065876,0.93
P0019,2025-05-23 15:00:07.065895,0.75
P0019,2025-06-09 15:00:07.065914,0.72
P0019,2025-05-21 15:00:07.065932,0.45
P0019,2025-05-17 15:00:07.065951,0.83
P0019,2025-05-17 15:00:07.065982,0.66
P0019,2025-05-30 15:00:07.066001,0.29
P0019,2025-06-09 15:00:07.066020,0.25
P0019,2025-06-02 15:00:07.066038,0.79
P0019,2025-05-21 15:00:07.066073,0.32
P0019,2025-05-30 15:00:07.066092,0.24
P0019,2025-05-12 15:00:07.066111,0.19
P0019,2025-07-05 15:00:07.066130,0.31
P0019,2025-06-06 15:00:07.066149,0.98
P0019,2025-06-16 15:00:07.066172,0.8
P0019,2025-05-14 15:00:07.066202,0.53
P0019,2025-06-30 15:00:07.066221,0.92
P0019,2025-07-02 15:00:07.066240,0.19
P0019,2025-06-04 15:00:07.066258,0.23
P0019,2025-05-17 15:00:07.066277,0.11
P0020,2025-05-28 15:00:07.066298,0.92
P0020,2025-06-06 15:00:07.066317,0.44
P0020,2025-06-24 15:00:07.066336,0.31
P0020,2025-07-10 15:00:07.066355,0.45
P0020,2025-06-26 15:00:07.066373,0.26
P0020,2025-05-13 15:00:07.066391,0.74
P0020,2025-07-04 15:00:07.066410,0.32
P0020,2025-06-26 15:00:07.066429,0.51
P0020,2025-07-05 15:00:07.066449,0.74
P0020,2025-06-12 15:00:07.066468,0.46
P0020,2025-05-29 15:00:07.066487,0.76
P0020,2025-05-25 15:00:07.066506,0.83
